teamID,franchID,team_name,games_played,home_games_played,yearID,season_rank,wins,losses,home_park,attendance,home_runs,runs_scored,division_winner,wild_card_winner,league_winner,world_series_winner,att_per_game
FLO,FLA,Florida Marlins,162,81,1993,6,64,98,Joe Robbie Stadium,3064847,94,581,N,0,N,N,37837.61728395062
HOU,HOU,Houston Astros,162,81,1993,3,85,77,Astrodome,2084618,138,716,N,0,N,N,25736.024691358023
KCA,KCR,Kansas City Royals,162,81,1993,3,84,78,Kauffman Stadium,1934578,125,675,N,0,N,N,23883.67901234568
LAN,LAD,Los Angeles Dodgers,162,81,1993,4,81,81,Dodger Stadium,3170393,130,675,N,0,N,N,39140.654320987655
MIN,MIN,Minnesota Twins,162,81,1993,5,71,91,Hubert H Humphrey Metrodome,2048673,121,693,N,0,N,N,25292.25925925926
ML4,MIL,Milwaukee Brewers,162,81,1993,7,69,93,County Stadium,1688080,125,733,N,0,N,N,20840.49382716049
MON,WSN,Montreal Expos,163,81,1993,2,94,68,Stade Olympique,1641437,122,732,N,0,N,N,20264.65432098765
NYA,NYY,New York Yankees,162,81,1993,2,88,74,Yankee Stadium II,2416942,178,821,N,0,N,N,29838.79012345679
NYN,NYM,New York Mets,162,81,1993,7,59,103,Shea Stadium,1873183,158,672,N,0,N,N,23125.71604938272
OAK,OAK,Oakland Athletics,162,81,1993,7,68,94,Oakland Coliseum,2035025,158,715,N,0,N,N,25123.765432098764
PHI,PHI,Philadelphia Phillies,162,81,1993,1,97,65,Veterans Stadium,3137674,156,877,Y,0,Y,N,38736.71604938272
PIT,PIT,Pittsburgh Pirates,162,81,1993,5,75,87,Three Rivers Stadium,1650593,110,707,N,0,N,N,20377.69135802469
SDN,SDP,San Diego Padres,162,81,1993,7,61,101,Jack Murphy Stadium,1375432,153,679,N,0,N,N,16980.64197530864
SEA,SEA,Seattle Mariners,162,81,1993,4,82,80,Kingdome,2052638,161,734,N,0,N,N,25341.20987654321
SFN,SFG,San Francisco Giants,162,81,1993,2,103,59,Candlestick Park,2606354,168,808,N,0,N,N,32177.20987654321
SLN,STL,St. Louis Cardinals,162,81,1993,3,87,75,Busch Stadium II,2844977,118,758,N,0,N,N,35123.17283950617
TEX,TEX,Texas Rangers,162,81,1993,2,86,76,Arlington Stadium,2244616,181,835,N,0,N,N,27711.30864197531
TOR,TOR,Toronto Blue Jays,162,81,1993,1,95,67,Skydome,4057947,159,847,Y,0,Y,Y,50098.11111111111
ATL,ATL,Atlanta Braves,114,55,1994,2,68,46,Atlanta-Fulton County Stadium,2539240,137,542,0,0,0,0,46168.0
BAL,BAL,Baltimore Orioles,112,55,1994,2,63,49,Oriole Park at Camden Yards,2535359,139,589,0,0,0,0,46097.43636363636
BOS,BOS,Boston Red Sox,115,64,1994,4,54,61,Fenway Park II,1775818,120,552,0,0,0,0,27747.15625
CAL,ANA,California Angels,115,63,1994,4,47,68,Anaheim Stadium,1512622,120,543,0,0,0,0,24009.87301587301
CHA,CHW,Chicago White Sox,113,53,1994,1,67,46,Comiskey Park II,1697398,121,633,0,0,0,0,32026.377358490565
CHN,CHC,Chicago Cubs,113,59,1994,5,49,64,Wrigley Field,1845208,109,500,0,0,0,0,31274.71186440678
CIN,CIN,Cincinnati Reds,115,60,1994,1,66,48,Riverfront Stadium,1897681,124,609,0,0,0,0,31628.016666666663
CLE,CLE,Cleveland Indians,113,51,1994,2,66,47,Jacobs Field,1995174,167,679,0,0,0,0,39121.05882352941
COL,COL,Colorado Rockies,117,57,1994,3,53,64,Mile High Stadium,3281511,125,573,0,0,0,0,57570.36842105263
DET,DET,Detroit Tigers,115,58,1994,5,53,62,Tiger Stadium,1184783,161,652,0,0,0,0,20427.293103448275
FLO,FLA,Florida Marlins,115,59,1994,5,51,64,Joe Robbie Stadium,1937467,94,468,0,0,0,0,32838.42372881356
HOU,HOU,Houston Astros,115,59,1994,2,66,49,Astrodome,1561136,120,602,0,0,0,0,26459.93220338983
KCA,KCR,Kansas City Royals,115,59,1994,3,64,51,Kauffman Stadium,1400494,100,574,0,0,0,0,23737.186440677968
LAN,LAD,Los Angeles Dodgers,114,55,1994,1,58,56,Dodger Stadium,2279355,115,532,0,0,0,0,41442.81818181818
MIN,MIN,Minnesota Twins,113,59,1994,4,53,60,Hubert H Humphrey Metrodome,1398565,103,594,0,0,0,0,23704.491525423728
ML4,MIL,Milwaukee Brewers,115,56,1994,5,53,62,County Stadium,1268399,99,547,0,0,0,0,22649.98214285714
MON,WSN,Montreal Expos,114,52,1994,1,74,40,Stade Olympique,1276250,108,585,0,0,0,0,24543.26923076923
NYA,NYY,New York Yankees,113,57,1994,1,70,43,Yankee Stadium II,1675556,139,670,0,0,0,0,29395.71929824561
NYN,NYM,New York Mets,113,53,1994,3,55,58,Shea Stadium,1151471,117,506,0,0,0,0,21725.867924528306
OAK,OAK,Oakland Athletics,114,56,1994,2,51,63,Oakland Coliseum,1242692,113,549,0,0,0,0,22190.92857142857
PHI,PHI,Philadelphia Phillies,115,60,1994,4,54,61,Veterans Stadium,2290971,80,521,0,0,0,0,38182.85
PIT,PIT,Pittsburgh Pirates,114,61,1994,3,53,61,Three Rivers Stadium,1222520,80,466,0,0,0,0,20041.311475409835
SDN,SDP,San Diego Padres,117,57,1994,4,47,70,Jack Murphy Stadium,953857,92,479,0,0,0,0,16734.333333333332
SEA,SEA,Seattle Mariners,112,44,1994,3,49,63,Kingdome,1104206,153,569,0,0,0,0,25095.590909090908
SFN,SFG,San Francisco Giants,115,60,1994,2,55,60,Candlestick Park,1704608,123,504,0,0,0,0,28410.13333333333
SLN,STL,St. Louis Cardinals,115,56,1994,3,53,61,Busch Stadium II,1866544,108,535,0,0,0,0,33331.142857142855
TEX,TEX,Texas Rangers,114,63,1994,1,52,62,The Ballpark at Arlington,2503198,124,613,0,0,0,0,39733.30158730159
TOR,TOR,Toronto Blue Jays,115,59,1994,3,55,60,Skydome,2907933,115,566,0,0,0,0,49287.0
ATL,ATL,Atlanta Braves,144,72,1995,1,90,54,Atlanta-Fulton County Stadium,2561831,168,645,Y,N,Y,Y,35580.98611111111
BAL,BAL,Baltimore Orioles,144,72,1995,3,71,73,Oriole Park at Camden Yards,3098475,173,704,N,N,N,N,43034.375
BOS,BOS,Boston Red Sox,144,72,1995,1,86,58,Fenway Park II,2164410,175,791,Y,N,N,N,30061.25
CAL,ANA,California Angels,145,72,1995,2,78,67,Anaheim Stadium,1748680,186,801,N,N,N,N,24287.222222222223
CHA,CHW,Chicago White Sox,145,72,1995,3,68,76,Comiskey Park II,1609773,146,755,N,N,N,N,22357.95833333333
CHN,CHC,Chicago Cubs,144,72,1995,3,73,71,Wrigley Field,1918265,158,693,N,N,N,N,26642.569444444445
CIN,CIN,Cincinnati Reds,144,72,1995,1,85,59,Riverfront Stadium,1837649,161,747,Y,N,N,N,25522.902777777777
CLE,CLE,Cleveland Indians,144,72,1995,1,100,44,Jacobs Field,2842745,207,840,Y,N,Y,N,39482.569444444445
COL,COL,Colorado Rockies,144,72,1995,2,77,67,Coors Field,3390037,200,785,N,Y,N,N,47083.84722222222
DET,DET,Detroit Tigers,144,72,1995,4,60,84,Tiger Stadium,1180979,159,654,N,N,N,N,16402.48611111111
FLO,FLA,Florida Marlins,143,71,1995,4,67,76,Joe Robbie Stadium,1700466,144,673,N,N,N,N,23950.22535211268
HOU,HOU,Houston Astros,144,72,1995,2,76,68,Astrodome,1363801,109,747,N,N,N,N,18941.680555555555
KCA,KCR,Kansas City Royals,144,72,1995,2,70,74,Kauffman Stadium,1233530,119,629,N,N,N,N,17132.36111111111
LAN,LAD,Los Angeles Dodgers,144,72,1995,1,78,66,Dodger Stadium,2766251,140,634,Y,N,N,N,38420.15277777778
MIN,MIN,Minnesota Twins,144,72,1995,5,56,88,Hubert H Humphrey Metrodome,1057667,120,703,N,N,N,N,14689.819444444443
ML4,MIL,Milwaukee Brewers,144,72,1995,4,65,79,County Stadium,1087560,128,740,N,N,N,N,15105.0
MON,WSN,Montreal Expos,144,72,1995,5,66,78,Stade Olympique,1309618,118,621,N,N,N,N,18189.13888888889
NYA,NYY,New York Yankees,145,73,1995,2,79,65,Yankee Stadium II,1705263,122,749,N,Y,N,N,23359.76712328767
NYN,NYM,New York Mets,144,72,1995,2,69,75,Shea Stadium,1273183,125,657,N,N,N,N,17683.097222222223
OAK,OAK,Oakland Athletics,144,72,1995,4,67,77,Oakland Coliseum,1174310,169,730,N,N,N,N,16309.861111111111
PHI,PHI,Philadelphia Phillies,144,72,1995,2,69,75,Veterans Stadium,2043598,94,615,N,N,N,N,28383.305555555555
PIT,PIT,Pittsburgh Pirates,144,72,1995,5,58,86,Three Rivers Stadium,905517,125,629,N,N,N,N,12576.625
SDN,SDP,San Diego Padres,144,72,1995,3,70,74,Jack Murphy Stadium,1041805,116,668,N,N,N,N,14469.513888888889
SEA,SEA,Seattle Mariners,145,73,1995,1,79,66,Kingdome,1643203,182,796,Y,N,N,N,22509.630136986303
SFN,SFG,San Francisco Giants,144,72,1995,4,67,77,Candlestick Park,1241500,152,652,N,N,N,N,17243.055555555555
SLN,STL,St. Louis Cardinals,143,72,1995,4,62,81,Busch Stadium II,1756727,107,563,N,N,N,N,24398.98611111111
TEX,TEX,Texas Rangers,144,72,1995,3,74,70,The Ballpark at Arlington,1985910,138,691,N,N,N,N,27582.08333333333
TOR,TOR,Toronto Blue Jays,144,72,1995,5,56,88,Skydome,2826483,140,642,N,N,N,N,39256.708333333336
ATL,ATL,Atlanta Braves,162,81,1996,1,96,66,Atlanta-Fulton County Stadium,2901242,197,773,Y,N,Y,N,35817.8024691358
BAL,BAL,Baltimore Orioles,163,82,1996,2,88,74,Oriole Park at Camden Yards,3646950,257,949,N,Y,N,N,44475.0
BOS,BOS,Boston Red Sox,162,81,1996,3,85,77,Fenway Park II,2315231,209,928,N,N,N,N,28583.0987654321
CAL,ANA,California Angels,161,81,1996,4,70,91,Anaheim Stadium,1820521,192,762,N,N,N,N,22475.567901234568
CHA,CHW,Chicago White Sox,162,81,1996,2,85,77,Comiskey Park II,1676403,195,898,N,N,N,N,20696.33333333333
CHN,CHC,Chicago Cubs,162,81,1996,4,76,86,Wrigley Field,2219110,175,772,N,N,N,N,27396.41975308642
CIN,CIN,Cincinnati Reds,162,81,1996,3,81,81,Riverfront Stadium,1861428,191,778,N,N,N,N,22980.59259259259
CLE,CLE,Cleveland Indians,161,80,1996,1,99,62,Jacobs Field,3318174,218,952,Y,N,N,N,41477.175
COL,COL,Colorado Rockies,162,81,1996,3,83,79,Coors Field,3891014,221,961,N,N,N,N,48037.20987654321
DET,DET,Detroit Tigers,162,81,1996,5,53,109,Tiger Stadium,1168610,204,783,N,N,N,N,14427.283950617284
FLO,FLA,Florida Marlins,162,81,1996,3,80,82,Joe Robbie Stadium,1746767,150,688,N,N,N,N,21565.024691358023
HOU,HOU,Houston Astros,162,81,1996,2,82,80,Astrodome,1975888,129,753,N,N,N,N,24393.67901234568
KCA,KCR,Kansas City Royals,161,80,1996,5,75,86,Kauffman Stadium,1435997,123,746,N,N,N,N,17949.9625
LAN,LAD,Los Angeles Dodgers,162,81,1996,2,90,72,Dodger Stadium,3188454,150,703,N,Y,N,N,39363.62962962963
MIN,MIN,Minnesota Twins,162,82,1996,4,78,84,Hubert H Humphrey Metrodome,1437352,118,877,N,N,N,N,17528.682926829268
ML4,MIL,Milwaukee Brewers,162,81,1996,3,80,82,County Stadium,1327155,178,894,N,N,N,N,16384.62962962963
MON,WSN,Montreal Expos,162,81,1996,2,88,74,Stade Olympique,1616709,148,741,N,N,N,N,19959.37037037037
NYA,NYY,New York Yankees,162,80,1996,1,92,70,Yankee Stadium II,2250877,162,871,Y,N,Y,Y,28135.9625
NYN,NYM,New York Mets,162,81,1996,4,71,91,Shea Stadium,1588323,147,746,N,N,N,N,19608.925925925927
OAK,OAK,Oakland Athletics,162,81,1996,3,78,84,Oakland Coliseum,1148380,243,861,N,N,N,N,14177.530864197532
PHI,PHI,Philadelphia Phillies,162,81,1996,5,67,95,Veterans Stadium,1801677,132,650,N,N,N,N,22242.925925925927
PIT,PIT,Pittsburgh Pirates,162,80,1996,5,73,89,Three Rivers Stadium,1332150,138,776,N,N,N,N,16651.875
SDN,SDP,San Diego Padres,162,81,1996,1,91,71,Jack Murphy Stadium,2187886,147,771,Y,N,N,N,27010.938271604937
SEA,SEA,Seattle Mariners,161,81,1996,2,85,76,Kingdome,2723850,245,993,N,N,N,N,33627.77777777778
SFN,SFG,San Francisco Giants,162,82,1996,4,68,94,Candlestick Park,1413922,153,752,N,N,N,N,17242.951219512193
SLN,STL,St. Louis Cardinals,162,81,1996,1,88,74,Busch Stadium II,2654718,142,759,Y,N,N,N,32774.2962962963
TEX,TEX,Texas Rangers,163,81,1996,1,90,72,The Ballpark at Arlington,2889020,221,928,Y,N,N,N,35666.91358024691
TOR,TOR,Toronto Blue Jays,162,81,1996,4,74,88,Skydome,2559573,177,766,N,N,N,N,31599.666666666668
ANA,ANA,Anaheim Angels,162,82,1997,2,84,78,Edison International Field,1767330,161,829,N,N,N,N,21552.80487804878
ATL,ATL,Atlanta Braves,162,81,1997,1,101,61,Turner Field,3464488,174,791,Y,N,N,N,42771.456790123455
BAL,BAL,Baltimore Orioles,162,81,1997,1,98,64,Oriole Park at Camden Yards,3711132,196,812,Y,N,N,N,45816.444444444445
BOS,BOS,Boston Red Sox,162,81,1997,4,78,84,Fenway Park II,2226136,185,851,N,N,N,N,27483.16049382716
CHA,CHW,Chicago White Sox,161,81,1997,2,80,81,Comiskey Park II,1864782,158,779,N,N,N,N,23022.0
CHN,CHC,Chicago Cubs,162,81,1997,5,68,94,Wrigley Field,2190308,127,687,N,N,N,N,27040.83950617284
CIN,CIN,Cincinnati Reds,162,81,1997,3,76,86,Cinergy Field,1785788,142,651,N,N,N,N,22046.765432098764
CLE,CLE,Cleveland Indians,161,81,1997,1,86,75,Jacobs Field,3404750,220,868,Y,N,Y,N,42033.950617283954
COL,COL,Colorado Rockies,162,81,1997,3,83,79,Coors Field,3888453,239,923,N,N,N,N,48005.59259259259
DET,DET,Detroit Tigers,162,81,1997,3,79,83,Tiger Stadium,1365157,176,784,N,N,N,N,16853.79012345679
FLO,FLA,Florida Marlins,162,81,1997,2,92,70,Joe Robbie Stadium,2364387,136,740,N,Y,Y,Y,29189.962962962964
HOU,HOU,Houston Astros,162,81,1997,1,84,78,Astrodome,2046781,133,777,Y,N,N,N,25268.9012345679
KCA,KCR,Kansas City Royals,161,80,1997,5,67,94,Kauffman Stadium,1517638,158,747,N,N,N,N,18970.475
LAN,LAD,Los Angeles Dodgers,162,81,1997,2,88,74,Dodger Stadium,3319504,174,742,N,N,N,N,40981.53086419753
MIN,MIN,Minnesota Twins,162,81,1997,4,68,94,Hubert H Humphrey Metrodome,1411064,132,772,N,N,N,N,17420.543209876545
ML4,MIL,Milwaukee Brewers,161,80,1997,3,78,83,County Stadium,1444027,135,681,N,N,N,N,18050.3375
MON,WSN,Montreal Expos,162,81,1997,4,78,84,Stade Olympique,1497609,172,691,N,N,N,N,18489.0
NYA,NYY,New York Yankees,162,80,1997,2,96,66,Yankee Stadium II,2580325,161,891,N,Y,N,N,32254.0625
NYN,NYM,New York Mets,162,81,1997,3,88,74,Shea Stadium,1766174,153,777,N,N,N,N,21804.617283950614
OAK,OAK,Oakland Athletics,162,81,1997,4,65,97,Oakland Coliseum,1264218,197,764,N,N,N,N,15607.62962962963
PHI,PHI,Philadelphia Phillies,162,81,1997,5,68,94,Veterans Stadium,1490638,116,668,N,N,N,N,18402.938271604937
PIT,PIT,Pittsburgh Pirates,162,81,1997,2,79,83,Three Rivers Stadium,1657022,129,725,N,N,N,N,20457.061728395063
SDN,SDP,San Diego Padres,162,81,1997,4,76,86,Qualcomm Stadium,2089333,152,795,N,N,N,N,25794.23456790124
SEA,SEA,Seattle Mariners,162,81,1997,1,90,72,Kingdome,3192237,264,925,Y,N,N,N,39410.333333333336
SFN,SFG,San Francisco Giants,162,81,1997,1,90,72,3Com Park,1690869,172,784,Y,N,N,N,20874.925925925927
SLN,STL,St. Louis Cardinals,162,81,1997,4,73,89,Busch Stadium II,2634014,144,689,N,N,N,N,32518.69135802469
TEX,TEX,Texas Rangers,162,81,1997,3,77,85,The Ballpark at Arlington,2945228,187,807,N,N,N,N,36360.83950617284
TOR,TOR,Toronto Blue Jays,162,81,1997,5,76,86,Skydome,2589297,147,654,N,N,N,N,31966.62962962963
ANA,ANA,Anaheim Angels,162,81,1998,2,85,77,Edison International Field,2519280,147,787,N,N,N,N,31102.222222222223
ARI,ARI,Arizona Diamondbacks,162,81,1998,5,65,97,Bank One Ballpark,3610290,159,665,N,N,N,N,44571.48148148148
ATL,ATL,Atlanta Braves,162,81,1998,1,106,56,Turner Field,3360860,215,826,Y,N,N,N,41492.0987654321
BAL,BAL,Baltimore Orioles,162,81,1998,4,79,83,Oriole Park at Camden Yards,3684650,214,817,N,N,N,N,45489.50617283951
BOS,BOS,Boston Red Sox,162,81,1998,2,92,70,Fenway Park II,2314704,205,876,N,Y,N,N,28576.59259259259
CHA,CHW,Chicago White Sox,163,81,1998,2,80,82,Comiskey Park II,1391146,198,861,N,N,N,N,17174.64197530864
CHN,CHC,Chicago Cubs,163,82,1998,2,90,73,Wrigley Field,2623194,212,831,N,Y,N,N,31990.17073170732
CIN,CIN,Cincinnati Reds,162,81,1998,4,77,85,Cinergy Field,1793649,138,750,N,N,N,N,22143.81481481481
CLE,CLE,Cleveland Indians,162,81,1998,1,89,73,Jacobs Field,3467299,198,850,Y,N,N,N,42806.16049382716
COL,COL,Colorado Rockies,162,81,1998,4,77,85,Coors Field,3792683,183,826,N,N,N,N,46823.246913580246
DET,DET,Detroit Tigers,162,81,1998,5,65,97,Tiger Stadium,1409391,165,722,N,N,N,N,17399.88888888889
FLO,FLA,Florida Marlins,162,81,1998,5,54,108,Joe Robbie Stadium,1730384,114,667,N,N,N,N,21362.765432098764
HOU,HOU,Houston Astros,162,81,1998,1,102,60,Astrodome,2458451,166,874,Y,N,N,N,30351.24691358025
KCA,KCR,Kansas City Royals,161,80,1998,3,72,89,Kauffman Stadium,1494875,134,714,N,N,N,N,18685.9375
LAN,LAD,Los Angeles Dodgers,162,81,1998,3,83,79,Dodger Stadium,3089222,159,669,N,N,N,N,38138.54320987655
MIL,MIL,Milwaukee Brewers,162,81,1998,5,74,88,County Stadium,1811593,152,707,N,N,N,N,22365.345679012345
MIN,MIN,Minnesota Twins,162,81,1998,4,70,92,Hubert H Humphrey Metrodome,1165976,115,734,N,N,N,N,14394.765432098766
MON,WSN,Montreal Expos,162,81,1998,4,65,97,Stade Olympique,914909,147,644,N,N,N,N,11295.172839506173
NYA,NYY,New York Yankees,162,81,1998,1,114,48,Yankee Stadium II,2955193,207,965,Y,N,Y,Y,36483.864197530864
NYN,NYM,New York Mets,162,81,1998,2,88,74,Shea Stadium,2287948,136,706,N,N,N,N,28246.271604938276
OAK,OAK,Oakland Athletics,162,81,1998,4,74,88,Oakland Coliseum,1232343,149,804,N,N,N,N,15214.111111111111
PHI,PHI,Philadelphia Phillies,162,81,1998,3,75,87,Veterans Stadium,1715722,126,713,N,N,N,N,21181.753086419754
PIT,PIT,Pittsburgh Pirates,163,80,1998,6,69,93,Three Rivers Stadium,1560950,107,650,N,N,N,N,19511.875
SDN,SDP,San Diego Padres,162,81,1998,1,98,64,Qualcomm Stadium,2555874,167,749,Y,N,Y,N,31554.0
SEA,SEA,Seattle Mariners,161,81,1998,3,76,85,Kingdome,2651511,234,859,N,N,N,N,32734.703703703704
SFN,SFG,San Francisco Giants,163,81,1998,2,89,74,3Com Park,1925364,161,845,N,N,N,N,23769.925925925927
SLN,STL,St. Louis Cardinals,163,82,1998,3,83,79,Busch Stadium II,3195691,223,810,N,N,N,N,38971.84146341463
TBA,TBD,Tampa Bay Devil Rays,162,81,1998,5,63,99,Tropicana Field,2506293,111,620,N,N,N,N,30941.88888888889
TEX,TEX,Texas Rangers,162,81,1998,1,88,74,The Ballpark at Arlington,2927399,201,940,Y,N,N,N,36140.72839506173
TOR,TOR,Toronto Blue Jays,163,81,1998,3,88,74,Skydome,2454303,221,816,N,N,N,N,30300.03703703704
ANA,ANA,Anaheim Angels,162,81,1999,4,70,92,Edison International Field,2253123,158,711,N,N,N,N,27816.33333333333
ARI,ARI,Arizona Diamondbacks,162,81,1999,1,100,62,Bank One Ballpark,3019654,216,908,Y,N,N,N,37279.67901234568
ATL,ATL,Atlanta Braves,162,81,1999,1,103,59,Turner Field,3284897,197,840,Y,N,Y,N,40554.28395061728
BAL,BAL,Baltimore Orioles,162,81,1999,4,78,84,Oriole Park at Camden Yards,3433150,203,851,N,N,N,N,42384.56790123456
BOS,BOS,Boston Red Sox,162,81,1999,2,94,68,Fenway Park II,2446162,176,836,N,Y,N,N,30199.53086419753
CHA,CHW,Chicago White Sox,162,81,1999,2,75,86,Comiskey Park II,1338851,162,777,N,N,N,N,16529.024691358023
CHN,CHC,Chicago Cubs,162,81,1999,6,67,95,Wrigley Field,2813854,189,747,N,N,N,N,34738.93827160494
CIN,CIN,Cincinnati Reds,163,82,1999,2,96,67,Cinergy Field,2061222,209,865,N,N,N,N,25136.853658536584
CLE,CLE,Cleveland Indians,162,81,1999,1,97,65,Jacobs Field,3468456,209,1009,Y,N,N,N,42820.444444444445
COL,COL,Colorado Rockies,162,81,1999,5,72,90,Coors Field,3481065,223,906,N,N,N,N,42976.11111111111
DET,DET,Detroit Tigers,161,81,1999,3,69,92,Tiger Stadium,2026441,212,747,N,N,N,N,25017.79012345679
FLO,FLA,Florida Marlins,162,80,1999,5,64,98,Pro Player Stadium,1369421,128,691,N,N,N,N,17117.7625
HOU,HOU,Houston Astros,162,82,1999,1,97,65,Astrodome,2706017,168,823,Y,N,N,N,33000.20731707317
KCA,KCR,Kansas City Royals,161,80,1999,4,64,97,Kauffman Stadium,1506068,151,856,N,N,N,N,18825.85
LAN,LAD,Los Angeles Dodgers,162,81,1999,3,77,85,Dodger Stadium,3095346,187,793,N,N,N,N,38214.14814814815
MIL,MIL,Milwaukee Brewers,161,80,1999,5,74,87,County Stadium,1701796,165,815,N,N,N,N,21272.45
MIN,MIN,Minnesota Twins,161,81,1999,5,63,97,Hubert H Humphrey Metrodome,1202829,105,686,N,N,N,N,14849.74074074074
MON,WSN,Montreal Expos,162,81,1999,4,68,94,Stade Olympique,773277,163,718,N,N,N,N,9546.62962962963
NYA,NYY,New York Yankees,162,81,1999,1,98,64,Yankee Stadium II,3292736,193,900,Y,N,Y,Y,40651.06172839506
NYN,NYM,New York Mets,163,81,1999,2,97,66,Shea Stadium,2725668,181,853,N,Y,N,N,33650.22222222222
OAK,OAK,Oakland Athletics,162,81,1999,2,87,75,Oakland Coliseum,1434610,235,893,N,N,N,N,17711.234567901236
PHI,PHI,Philadelphia Phillies,162,81,1999,3,77,85,Veterans Stadium,1825337,161,841,N,N,N,N,22535.024691358023
PIT,PIT,Pittsburgh Pirates,161,81,1999,3,78,83,Three Rivers Stadium,1638023,171,775,N,N,N,N,20222.506172839505
SDN,SDP,San Diego Padres,162,81,1999,4,74,88,Qualcomm Stadium,2523538,153,710,N,N,N,N,31154.79012345679
SEA,SEA,Seattle Mariners,162,81,1999,3,79,83,Kingdome / Safeco Field,2916346,244,859,N,N,N,N,36004.27160493827
SFN,SFG,San Francisco Giants,162,81,1999,2,86,76,3Com Park,2078399,188,872,N,N,N,N,25659.24691358025
SLN,STL,St. Louis Cardinals,161,80,1999,4,75,86,Busch Stadium II,3225334,194,809,N,N,N,N,40316.675
TBA,TBD,Tampa Bay Devil Rays,162,81,1999,5,69,93,Tropicana Field,1562827,145,772,N,N,N,N,19294.16049382716
TEX,TEX,Texas Rangers,162,81,1999,1,95,67,The Ballpark at Arlington,2771469,230,945,Y,N,N,N,34215.666666666664
TOR,TOR,Toronto Blue Jays,162,81,1999,3,84,78,Skydome,2163464,212,883,N,N,N,N,26709.432098765432
ANA,ANA,Anaheim Angels,162,81,2000,3,82,80,Edison International Field,2066982,236,864,N,N,N,N,25518.296296296296
ARI,ARI,Arizona Diamondbacks,162,81,2000,3,85,77,Bank One Ballpark,2942251,179,792,N,N,N,N,36324.08641975309
ATL,ATL,Atlanta Braves,162,81,2000,1,95,67,Turner Field,3234304,179,810,Y,N,N,N,39929.67901234568
BAL,BAL,Baltimore Orioles,162,81,2000,4,74,88,Oriole Park at Camden Yards,3297031,184,794,N,N,N,N,40704.08641975309
BOS,BOS,Boston Red Sox,162,81,2000,2,85,77,Fenway Park II,2585895,167,792,N,N,N,N,31924.62962962963
CHA,CHW,Chicago White Sox,162,81,2000,1,95,67,Comiskey Park II,1947799,216,978,Y,N,N,N,24046.9012345679
CHN,CHC,Chicago Cubs,162,81,2000,6,65,97,Wrigley Field,2789511,183,764,N,N,N,N,34438.40740740741
CIN,CIN,Cincinnati Reds,163,82,2000,2,85,77,Cinergy Field,2577371,200,825,N,N,N,N,31431.353658536584
CLE,CLE,Cleveland Indians,162,81,2000,2,90,72,Jacobs Field,3456278,221,950,N,N,N,N,42670.0987654321
COL,COL,Colorado Rockies,162,81,2000,4,82,80,Coors Field,3295129,161,968,N,N,N,N,40680.60493827161
DET,DET,Detroit Tigers,162,81,2000,3,79,83,Comerica Park,2438617,177,823,N,N,N,N,30106.382716049386
FLO,FLA,Florida Marlins,161,81,2000,3,79,82,Pro Player Stadium,1218326,160,731,N,N,N,N,15041.06172839506
HOU,HOU,Houston Astros,162,81,2000,4,72,90,Enron Field,3056139,249,938,N,N,N,N,37730.11111111111
KCA,KCR,Kansas City Royals,162,81,2000,4,77,85,Kauffman Stadium,1564847,150,879,N,N,N,N,19319.0987654321
LAN,LAD,Los Angeles Dodgers,162,81,2000,2,86,76,Dodger Stadium,2880242,211,798,N,N,N,N,35558.543209876545
MIL,MIL,Milwaukee Brewers,163,81,2000,3,73,89,County Stadium,1573621,177,740,N,N,N,N,19427.41975308642
MIN,MIN,Minnesota Twins,162,81,2000,5,69,93,Hubert H Humphrey Metrodome,1000760,116,748,N,N,N,N,12355.06172839506
MON,WSN,Montreal Expos,162,81,2000,4,67,95,Stade Olympique,926272,178,738,N,N,N,N,11435.456790123457
NYA,NYY,New York Yankees,161,80,2000,1,87,74,Yankee Stadium II,3055435,205,871,Y,N,Y,Y,38192.9375
NYN,NYM,New York Mets,162,81,2000,2,94,68,Shea Stadium,2820530,198,807,N,Y,Y,N,34821.358024691355
OAK,OAK,Oakland Athletics,161,81,2000,1,91,70,Oakland Coliseum,1603744,239,947,Y,N,N,N,19799.30864197531
PHI,PHI,Philadelphia Phillies,162,81,2000,5,65,97,Veterans Stadium,1612769,144,708,N,N,N,N,19910.728395061727
PIT,PIT,Pittsburgh Pirates,162,81,2000,5,69,93,Three Rivers Stadium,1748908,168,793,N,N,N,N,21591.45679012345
SDN,SDP,San Diego Padres,162,81,2000,5,76,86,Qualcomm Stadium,2352443,157,752,N,N,N,N,29042.506172839505
SEA,SEA,Seattle Mariners,162,81,2000,2,91,71,Safeco Field,2914624,198,907,N,Y,N,N,35983.01234567901
SFN,SFG,San Francisco Giants,162,81,2000,1,97,65,PacBell Park,3318800,226,925,Y,N,N,N,40972.83950617284
SLN,STL,St. Louis Cardinals,162,81,2000,1,95,67,Busch Stadium II,3336493,235,887,Y,N,N,N,41191.27160493827
TBA,TBD,Tampa Bay Devil Rays,161,80,2000,5,69,92,Tropicana Field,1449673,162,733,N,N,N,N,18120.9125
TEX,TEX,Texas Rangers,162,81,2000,4,71,91,The Ballpark at Arlington,2588401,173,848,N,N,N,N,31955.567901234568
TOR,TOR,Toronto Blue Jays,162,81,2000,3,83,79,Skydome,1705712,244,861,N,N,N,N,21058.172839506173
